call_duration_sec,caller_risk_score,is_international_origin,time_of_day_hour,script_similarity_max,urgency_phrase_count,caller_complaint_count,callee_age_group,call_count_from_number_24h,spoofing_indicator,is_scam
402,0.71,1,8,0.55,5,8,18-25,86,0.55,1
250,0.81,1,12,0.68,5,9,46-55,144,0.61,1
21,0.18,0,10,0.36,0,2,36-45,6,0.17,0
1620,0.86,0,10,0.55,5,12,55-65,31,0.7,1
198,0.25,0,11,0.09,1,1,46-55,6,0.2,0
819,0.36,1,14,0.66,5,5,18-25,48,0.78,1
231,0.33,0,20,0.18,0,2,65+,5,0.38,0
433,0.52,0,8,0.51,9,4,55-65,14,0.59,1
94,0.18,0,17,0.09,0,0,18-25,7,0.27,0
213,0.68,1,10,0.68,7,13,36-45,22,0.58,0
140,0.48,0,7,0.5,4,5,36-45,54,0.42,1
215,0.34,0,3,0.27,1,3,36-45,1,0.1,1
63,0.06,0,15,0.21,0,3,36-45,18,0.59,1
1771,0.76,0,6,0.65,6,7,18-25,84,0.71,0
346,0.64,1,19,0.66,3,8,46-55,65,0.71,1
39,0.08,0,1,0.26,1,1,36-45,3,0.54,0
2154,0.79,0,10,0.21,6,13,65+,66,0.49,1
162,0.34,0,12,0.02,0,2,26-35,2,0.52,0
30,0.16,1,10,0.08,5,0,18-25,3,0.58,0
114,0.18,1,13,0.3,1,4,18-25,2,0.44,0
562,0.24,0,10,0.39,1,1,46-55,3,0.15,0
22,0.26,1,14,0.0,1,1,26-35,5,0.3,0
2675,0.6,1,8,0.64,6,4,18-25,200,0.68,1
49,0.13,0,19,0.6,0,0,18-25,9,0.14,0
640,0.24,1,16,0.1,1,0,46-55,3,0.35,0
1515,0.61,0,13,0.71,8,8,46-55,15,0.51,1
365,0.44,0,20,0.37,0,1,36-45,17,0.28,0
2686,0.69,0,11,0.85,2,6,46-55,68,0.85,1
68,0.03,0,20,0.12,1,3,18-25,18,0.52,0
666,0.48,0,9,0.51,10,4,26-35,90,0.32,0
62,0.25,0,1,0.34,0,3,36-45,3,0.3,0
93,0.44,0,19,0.15,1,1,46-55,7,0.13,0
169,0.41,0,4,0.47,0,2,46-55,9,0.35,0
40,0.42,0,21,0.38,3,1,18-25,15,0.05,0
59,0.52,0,11,0.08,0,2,26-35,1,0.25,1
343,0.86,1,9,0.32,4,10,65+,507,0.85,1
355,0.55,1,21,0.38,9,6,36-45,117,0.89,1
68,0.79,1,14,0.56,4,9,65+,23,0.38,1
886,0.56,0,11,0.69,5,3,46-55,18,0.38,1
58,0.53,0,19,0.52,0,3,36-45,2,0.22,0
16,0.1,0,13,0.6,1,0,26-35,1,0.14,0
13,0.32,0,10,0.22,1,3,65+,5,0.25,0
1117,0.71,1,8,0.63,7,10,55-65,86,0.51,1
94,0.67,0,13,0.55,6,5,46-55,122,0.47,1
539,0.52,1,9,0.64,7,6,18-25,85,0.57,1
26,0.26,0,4,0.24,1,4,46-55,15,0.19,0
1790,0.57,1,19,0.86,8,10,65+,62,0.78,1
85,0.42,0,19,0.3,0,2,18-25,9,0.31,0
6,0.15,0,3,0.2,0,1,26-35,27,0.14,0
92,0.23,0,2,0.21,0,0,26-35,6,0.46,0
63,0.16,0,16,0.55,0,0,46-55,5,0.21,0
108,0.35,0,14,0.29,0,3,46-55,2,0.36,0
651,0.72,0,12,0.69,9,6,26-35,32,0.75,1
515,0.5,1,11,0.7,3,6,65+,106,0.84,1
1302,0.54,1,9,0.67,9,8,46-55,31,0.73,1
182,0.4,0,13,0.23,0,0,46-55,3,0.21,0
18,0.4,0,6,0.2,2,1,26-35,1,0.35,0
119,0.29,0,0,0.06,0,2,46-55,4,0.4,0
356,0.13,0,19,0.23,2,2,26-35,1,0.25,0
456,0.82,0,7,0.85,8,6,46-55,41,0.47,1
3738,0.79,1,13,0.79,3,10,26-35,14,0.87,1
136,0.5,0,2,0.42,1,2,65+,3,0.55,0
174,0.81,1,7,0.81,8,12,46-55,11,0.74,1
49,0.21,0,0,0.18,1,1,18-25,2,0.13,0
547,0.35,0,21,0.37,2,2,65+,1,0.06,0
66,0.27,0,0,0.64,1,1,46-55,29,0.58,0
498,0.32,0,2,0.36,0,1,18-25,10,0.32,0
37,0.39,0,22,0.41,0,1,36-45,11,0.37,0
708,0.77,0,2,0.81,5,10,18-25,20,0.82,1
363,0.21,0,8,0.19,2,2,26-35,5,0.37,0
197,0.62,1,12,0.24,2,4,46-55,1,0.18,0
87,0.05,1,8,0.22,0,1,26-35,2,0.22,0
20,0.21,0,14,0.49,1,3,18-25,7,0.27,0
811,0.52,1,16,0.69,4,8,36-45,19,0.6,1
26,0.44,0,4,0.64,2,2,18-25,4,0.04,0
221,0.57,0,9,0.11,0,2,26-35,1,0.18,0
320,0.43,0,17,0.55,6,6,65+,208,0.68,1
385,0.76,0,9,0.32,6,12,36-45,79,0.58,1
2029,0.18,1,13,0.57,5,8,46-55,2,0.48,0
67,0.51,0,2,0.16,1,1,26-35,5,0.22,0
23,0.2,0,6,0.56,0,4,65+,6,0.21,0
188,0.32,0,21,0.18,11,1,65+,2,0.78,0
52,0.2,0,20,0.17,2,1,26-35,5,0.26,0
300,0.22,1,2,0.58,0,3,46-55,4,0.05,0
19,0.29,0,5,0.12,0,1,65+,2,0.47,0
548,0.33,1,5,0.54,1,2,55-65,1,0.22,0
99,0.26,1,8,0.18,0,2,26-35,1,0.85,0
422,0.54,0,2,0.34,0,9,26-35,64,0.53,0
243,0.79,1,12,0.51,3,10,46-55,76,0.59,1
458,0.28,0,11,0.04,1,0,26-35,3,0.2,0
1432,0.47,1,0,0.69,9,14,65+,11,0.63,1
1464,0.83,1,13,0.54,3,6,46-55,88,0.43,1
514,0.59,1,10,0.42,3,5,55-65,100,0.79,1
322,0.95,1,8,0.82,3,7,18-25,24,0.58,1
49,0.17,0,9,0.72,2,4,55-65,89,0.71,0
149,0.36,0,12,0.24,0,1,65+,2,0.34,0
88,0.31,0,6,0.53,2,0,46-55,9,0.04,0
10,0.13,0,21,0.5,0,2,36-45,2,0.46,0
2651,0.66,0,5,0.71,11,8,55-65,85,0.47,1
169,0.66,1,13,0.81,7,7,65+,33,0.77,1
112,0.28,0,13,0.41,1,1,46-55,4,0.66,0
27,0.16,0,2,0.44,0,0,65+,10,0.17,0
75,0.2,0,22,0.37,0,1,26-35,1,0.25,0
55,0.15,0,20,0.41,0,0,18-25,4,0.62,0
131,0.34,0,23,0.44,0,2,55-65,2,0.26,0
268,0.63,0,9,0.36,7,9,18-25,380,0.39,1
96,0.12,0,18,0.13,0,3,36-45,41,0.16,0
22,0.23,0,16,0.51,0,3,36-45,26,0.42,0
264,0.38,0,14,0.3,0,2,36-45,18,0.63,0
6856,0.64,1,14,0.47,6,3,18-25,91,0.68,1
5,0.31,0,15,0.12,1,2,26-35,12,0.12,0
23,0.18,0,21,0.33,2,2,18-25,2,0.12,0
981,0.16,0,1,0.4,2,3,26-35,2,0.41,0
22,0.69,1,21,0.14,0,2,26-35,7,0.34,0
111,0.11,0,14,0.44,0,4,55-65,6,0.2,0
408,0.45,0,3,0.37,0,0,55-65,1,0.24,0
1932,0.89,1,7,0.3,11,13,65+,7,0.81,1
2635,0.19,0,12,0.46,4,2,55-65,4,0.21,0
29,0.27,0,5,0.33,1,2,36-45,2,0.09,0
33,0.14,0,14,0.32,2,0,65+,4,0.32,0
159,0.91,0,11,0.55,3,2,55-65,89,0.64,1
106,0.2,0,11,0.36,0,0,36-45,6,0.18,0
7200,0.51,1,10,0.69,9,9,65+,135,0.58,1
161,0.22,0,18,0.38,1,1,26-35,6,0.23,0
770,0.36,0,0,0.47,1,2,26-35,17,0.42,0
647,0.2,0,18,0.15,0,0,18-25,6,0.06,0
2526,0.69,1,6,0.35,5,8,65+,61,0.66,1
157,0.14,0,12,0.16,1,0,46-55,26,0.41,0
3086,0.43,1,1,0.59,6,0,46-55,23,0.75,1
324,0.58,0,12,0.89,7,5,46-55,14,0.86,1
103,0.8,1,11,0.74,3,7,46-55,23,0.64,1
65,0.24,0,0,0.15,1,2,65+,13,0.31,0
125,0.56,0,10,0.72,0,6,46-55,5,0.21,1
128,0.54,1,9,0.76,4,11,36-45,94,0.75,1
441,0.87,1,9,0.8,5,11,65+,77,0.42,1
40,0.29,0,17,0.56,0,1,26-35,9,0.17,1
112,0.69,0,11,0.53,4,5,55-65,39,0.42,1
484,0.53,0,10,0.63,5,13,18-25,44,0.73,1
484,0.21,0,5,0.33,2,0,26-35,1,0.27,0
61,0.19,0,10,0.49,1,1,36-45,28,0.14,0
73,0.35,0,3,0.23,1,0,55-65,8,0.02,0
63,0.33,1,16,0.42,1,3,65+,13,0.2,0
75,0.25,0,13,0.13,1,4,36-45,8,0.53,0
1042,0.16,0,2,0.05,1,2,46-55,1,0.2,0
33,0.12,0,19,0.12,0,0,26-35,3,0.37,0
855,0.79,0,10,0.73,6,7,65+,47,0.44,1
21,0.18,0,7,0.3,1,2,36-45,14,0.1,0
1262,0.89,0,13,0.32,8,9,46-55,67,0.75,1
197,0.39,0,0,0.39,1,2,18-25,2,0.11,0
273,0.11,0,8,0.01,2,3,36-45,7,0.38,0
555,0.61,1,10,0.49,5,3,36-45,27,0.36,1
145,0.15,0,11,0.39,1,1,26-35,7,0.19,0
55,0.55,0,2,0.22,1,4,46-55,8,0.74,0
55,0.3,0,6,0.26,0,1,26-35,5,0.15,0
87,0.71,0,10,0.39,2,4,55-65,17,0.46,1
43,0.11,0,17,0.32,1,2,65+,9,0.56,0
172,0.39,0,13,0.72,2,0,18-25,59,0.19,0
1481,0.61,1,8,0.63,5,11,55-65,52,0.43,1
73,0.29,0,0,0.08,0,1,55-65,12,0.09,0
693,0.71,1,6,0.91,5,8,46-55,30,0.69,1
7200,0.75,0,9,0.45,4,3,46-55,54,0.79,1
90,0.21,0,18,0.33,2,2,26-35,7,0.19,0
2148,0.66,0,12,0.35,7,8,55-65,28,0.76,1
640,0.52,1,15,0.53,4,8,55-65,46,0.58,1
163,0.03,0,3,0.56,0,2,55-65,4,0.12,0
162,0.43,1,4,0.7,6,8,55-65,65,0.51,1
375,0.66,1,0,0.25,5,12,36-45,87,0.77,1
74,0.16,0,3,0.09,1,0,46-55,3,0.65,1
117,0.12,0,16,0.4,0,3,18-25,4,0.06,0
229,0.65,1,10,0.64,5,12,55-65,32,0.5,1
470,0.4,0,15,0.25,8,11,55-65,78,0.51,1
702,0.84,1,12,0.51,5,4,65+,88,0.84,1
39,0.23,0,6,0.44,0,0,36-45,9,0.56,0
226,0.64,0,13,0.73,3,3,55-65,422,0.37,1
160,0.31,0,2,0.32,2,4,18-25,24,0.31,0
62,0.32,0,4,0.11,1,1,46-55,13,0.37,0
37,0.08,0,18,0.32,0,0,36-45,2,0.11,0
172,0.23,0,1,0.31,1,1,36-45,4,0.36,0
27,0.22,0,2,0.24,1,0,36-45,1,0.09,0
2199,0.15,0,11,0.94,0,1,26-35,56,0.16,0
11,0.29,1,7,0.57,3,0,36-45,6,0.28,0
24,0.21,0,20,0.09,3,0,18-25,10,0.14,0
645,0.88,1,8,0.84,13,9,65+,146,0.51,1
16,0.88,1,12,0.06,2,9,36-45,17,0.13,1
114,0.12,0,15,0.17,6,0,36-45,6,0.21,0
106,0.13,0,14,0.5,0,1,65+,11,0.54,0
209,0.65,0,15,0.68,8,13,55-65,20,0.57,1
23,0.29,0,10,0.22,0,2,46-55,1,0.42,0
94,0.21,0,9,0.25,0,0,55-65,2,0.1,0
74,0.33,0,14,0.05,1,0,46-55,2,0.14,0
357,0.65,0,6,0.55,8,9,65+,110,0.54,1
1082,0.59,1,12,0.69,8,2,26-35,5,0.38,0
111,0.19,0,19,0.23,0,0,18-25,16,0.3,0
158,0.39,0,2,0.21,0,1,65+,9,0.39,0
153,0.19,0,15,0.19,1,0,26-35,13,0.46,0
2116,0.77,1,13,0.45,7,3,65+,82,0.46,1
85,0.41,0,21,0.3,1,2,46-55,4,0.35,0
98,0.27,0,3,0.31,0,3,18-25,12,0.44,0
119,0.29,0,1,0.19,0,2,55-65,4,0.17,0
125,0.35,0,17,0.36,0,0,26-35,2,0.29,0
416,0.73,1,15,0.44,2,7,18-25,64,0.65,1
118,0.38,1,2,0.29,1,5,55-65,8,0.33,0
41,0.39,1,9,0.17,1,1,36-45,4,0.36,0
693,0.74,1,12,0.37,5,10,46-55,56,0.52,1
844,0.35,0,4,0.06,1,2,36-45,1,0.24,0
17,0.36,0,3,0.36,0,2,18-25,7,0.01,0
23,0.46,0,3,0.12,1,1,36-45,13,0.05,0
36,0.33,0,5,0.27,1,1,26-35,59,0.28,0
541,0.4,1,23,0.36,8,15,18-25,45,0.89,1
1624,0.65,0,22,0.66,4,11,46-55,68,0.72,1
160,0.12,0,3,0.16,1,0,26-35,3,0.47,0
27,0.24,0,13,0.25,2,0,26-35,2,0.45,0
32,0.27,0,9,0.67,0,1,18-25,3,0.2,0
77,0.47,0,14,0.39,0,3,36-45,1,0.03,0
132,0.66,1,20,0.9,2,1,36-45,106,0.46,0
126,0.42,0,22,0.39,1,1,18-25,1,0.04,0
462,0.57,1,12,0.77,7,11,46-55,24,0.7,1
5,0.57,0,10,0.22,0,11,36-45,2,0.51,0
121,0.33,0,4,0.11,1,3,26-35,3,0.39,0
655,0.45,0,2,0.77,8,16,26-35,99,0.52,1
11,0.3,0,12,0.13,1,1,55-65,6,0.35,0
331,0.13,0,11,0.39,3,1,36-45,15,0.34,0
84,0.44,0,14,0.31,0,0,36-45,1,0.17,0
802,0.58,1,10,0.63,9,5,55-65,85,0.81,1
44,0.31,0,2,0.23,1,0,36-45,2,0.17,1
671,0.24,0,20,0.29,0,2,55-65,15,0.11,0
538,0.73,1,10,0.5,7,14,26-35,30,0.89,1
3091,0.57,1,21,0.42,6,5,65+,119,0.82,1
219,0.51,0,22,0.25,0,1,26-35,1,0.06,0
86,0.42,0,4,0.49,0,0,46-55,3,0.14,0
38,0.07,0,22,0.38,0,3,26-35,17,0.37,0
39,0.64,0,13,0.21,1,0,18-25,8,0.53,0
27,0.49,0,4,0.17,1,1,36-45,2,0.29,0
21,0.16,1,5,0.23,4,4,46-55,37,0.45,1
130,0.28,0,10,0.53,2,2,36-45,13,0.01,0
97,0.25,1,21,0.4,0,1,46-55,24,0.2,0
193,0.89,0,10,0.89,6,3,18-25,246,0.52,1
54,0.12,0,19,0.05,0,0,36-45,3,0.13,0
44,0.14,0,0,0.75,2,0,18-25,23,0.29,0
62,0.07,0,8,0.28,2,7,36-45,2,0.36,0
92,0.13,0,4,0.29,6,1,36-45,5,0.36,0
109,0.19,0,14,0.44,1,0,46-55,11,0.21,0
1074,0.76,0,22,0.38,6,5,18-25,22,0.91,1
659,0.74,1,8,0.54,2,10,55-65,28,0.48,1
102,0.37,0,3,0.12,1,0,26-35,26,0.57,0
422,0.48,1,11,0.82,5,14,26-35,39,0.74,1
326,0.88,0,13,0.35,4,6,46-55,29,0.83,1
276,0.56,1,11,0.27,6,3,65+,32,0.67,1
1987,0.29,0,10,0.44,1,8,26-35,66,0.12,1
1299,0.61,0,6,0.66,9,10,55-65,128,0.7,1
116,0.48,0,12,0.3,3,1,65+,12,0.25,0
129,0.21,0,12,0.22,1,0,36-45,5,0.21,0
846,0.26,1,15,0.35,2,2,26-35,3,0.16,0
42,0.25,1,7,0.55,1,3,65+,104,0.69,0
90,0.21,0,12,0.24,0,3,18-25,9,0.08,0
419,0.14,0,15,0.12,2,3,18-25,1,0.07,0
952,0.27,1,9,0.36,7,8,36-45,21,0.59,1
112,0.15,0,23,0.19,0,1,18-25,4,0.12,0
80,0.37,1,18,0.38,0,0,18-25,34,0.1,0
688,0.87,1,20,0.53,5,6,46-55,78,0.71,1
194,0.13,0,11,0.64,0,1,26-35,3,0.27,0
916,0.66,1,0,0.8,3,5,65+,18,0.45,1
421,0.56,1,10,0.68,4,8,46-55,251,0.73,1
92,0.13,1,9,0.08,0,0,36-45,4,0.47,0
46,0.15,0,8,0.41,2,0,65+,6,0.41,0
86,0.38,0,0,0.15,0,0,26-35,11,0.37,0
136,0.81,0,12,0.86,8,11,55-65,241,0.32,1
79,0.08,0,4,0.03,0,3,36-45,3,0.15,0
19,0.26,0,2,0.56,1,1,36-45,16,0.33,0
91,0.16,0,17,0.14,0,1,26-35,6,0.26,0
91,0.31,0,21,0.35,1,0,18-25,2,0.33,0
278,0.24,0,20,0.64,8,9,26-35,5,0.63,0
812,0.61,1,8,0.9,10,11,36-45,55,0.68,1
56,0.32,0,6,0.15,0,0,36-45,12,0.32,0
1204,0.74,0,8,0.71,4,10,18-25,117,0.38,1
106,0.57,0,17,0.25,0,1,36-45,4,0.77,0
254,0.03,0,11,0.14,2,1,26-35,4,0.25,0
2310,0.79,1,17,0.55,6,1,18-25,3,0.5,0
16,0.27,0,10,0.1,0,2,26-35,2,0.48,0
521,0.84,1,3,0.77,10,11,65+,194,0.69,1
1693,0.1,0,15,0.41,0,0,65+,2,0.17,0
56,0.32,0,0,0.19,0,2,46-55,2,0.17,0
191,0.19,0,20,0.35,0,1,46-55,3,0.05,0
54,0.13,1,19,0.51,3,1,18-25,6,0.17,0
1524,0.52,0,13,0.79,4,9,46-55,112,0.62,1
104,0.26,0,10,0.39,0,2,46-55,1,0.28,0
399,0.48,0,10,0.75,5,10,65+,111,0.72,1
1927,0.68,1,22,0.64,5,12,65+,26,0.73,1
565,0.8,1,22,0.48,15,4,55-65,76,0.63,1
880,0.84,1,8,0.77,8,4,36-45,27,0.4,1
186,0.19,1,13,0.88,6,1,65+,1,0.61,0
55,0.34,0,3,0.47,0,1,55-65,12,0.04,0
652,0.69,1,12,0.78,9,7,65+,6,0.6,1
297,0.78,0,10,0.69,3,6,18-25,6,0.79,1
555,0.28,1,16,0.82,0,2,46-55,2,0.32,0
87,0.82,1,1,0.49,3,6,46-55,132,0.7,1
213,0.81,1,19,0.97,7,4,46-55,45,0.43,1
6,0.33,0,12,0.19,2,0,36-45,5,0.6,0
63,0.52,0,13,0.3,1,1,26-35,1,0.43,0
39,0.27,0,22,0.31,0,2,26-35,13,0.02,0
12,0.19,0,6,0.15,1,0,26-35,2,0.13,0
137,0.11,0,2,0.11,1,1,36-45,4,0.55,0
51,0.38,0,14,0.2,0,0,65+,5,0.21,0
52,0.15,1,19,0.38,3,2,26-35,5,0.22,0
81,0.22,0,0,0.4,0,1,36-45,23,0.17,0
204,0.23,0,15,0.17,3,0,46-55,22,0.2,0
1253,0.58,1,12,0.62,10,11,65+,241,0.68,1
1235,0.52,1,4,0.48,10,5,26-35,468,0.81,1
51,0.23,0,9,0.11,1,0,36-45,7,0.32,0
15,0.35,0,16,0.11,0,1,18-25,2,0.23,0
323,0.2,0,19,0.19,0,1,55-65,3,0.4,0
3799,0.65,1,8,0.58,7,5,65+,60,0.58,1
13,0.39,0,1,0.56,0,0,46-55,27,0.41,0
2157,0.49,0,12,0.74,5,8,65+,374,0.43,1
43,0.19,0,16,0.28,0,2,36-45,6,0.16,0
402,0.06,0,3,0.16,1,2,36-45,13,0.54,0
82,0.33,0,8,0.35,2,1,18-25,8,0.1,0
64,0.09,0,2,0.33,1,1,18-25,1,0.26,0
48,0.07,0,1,0.17,0,0,18-25,4,0.27,0
299,0.43,0,10,0.15,0,2,36-45,2,0.26,0
121,0.15,0,14,0.26,0,3,55-65,3,0.05,0
160,0.32,0,9,0.15,0,3,65+,4,0.5,0
23,0.04,0,6,0.28,2,2,55-65,1,0.07,0
212,0.35,0,14,0.4,0,0,46-55,6,0.49,0
121,0.28,0,6,0.23,1,1,55-65,3,0.08,0
143,0.34,0,16,0.27,1,4,36-45,15,0.68,0
259,0.77,0,8,0.59,7,4,55-65,77,0.71,1
40,0.12,0,4,0.24,0,1,18-25,4,0.14,0
22,0.24,0,23,0.69,1,1,55-65,10,0.15,0
8,0.43,0,13,0.19,0,2,65+,4,0.33,0
350,0.72,1,11,0.45,6,15,26-35,64,0.63,1
234,0.81,0,16,0.49,5,10,55-65,50,0.81,1
577,0.44,0,8,0.93,5,7,65+,62,0.92,1
306,0.34,0,18,0.17,0,1,55-65,18,0.24,0
28,0.36,0,19,0.05,1,1,18-25,10,0.15,0
3517,0.67,0,18,0.47,5,6,46-55,56,0.54,1
108,0.24,0,6,0.52,1,1,36-45,2,0.26,0
1207,0.57,1,14,0.59,8,12,55-65,71,0.42,1
106,0.08,0,3,0.34,1,1,46-55,34,0.34,0
345,0.37,0,18,0.14,0,1,65+,7,0.63,0
86,0.08,0,9,0.22,1,1,65+,5,0.29,0
58,0.24,0,19,0.28,2,3,26-35,4,0.33,0
49,0.17,0,18,0.35,1,1,65+,5,0.36,0
108,0.09,1,8,0.23,0,0,26-35,4,0.47,0
49,0.22,0,2,0.26,1,1,55-65,15,0.12,0
150,0.17,0,21,0.22,1,1,65+,4,0.23,0
155,0.12,0,13,0.3,0,0,36-45,3,0.23,0
999,0.23,1,1,0.63,8,12,65+,268,0.52,1
36,0.39,0,9,0.15,0,2,46-55,2,0.27,0
1331,0.63,1,12,0.43,4,10,46-55,230,0.39,1
12,0.43,0,9,0.31,2,3,55-65,4,0.21,0
249,0.75,1,17,0.73,3,8,36-45,97,0.68,1
83,0.75,1,13,0.63,4,9,55-65,96,0.7,1
2055,0.59,1,9,0.86,9,9,55-65,143,0.79,0
234,0.37,0,15,0.22,0,1,55-65,5,0.17,0
458,0.11,0,23,0.38,1,1,36-45,3,0.11,0
97,0.38,1,14,0.35,1,4,26-35,5,0.31,0
450,0.65,1,7,0.74,2,6,65+,16,0.77,1
138,0.1,1,9,0.59,0,1,26-35,1,0.39,0
217,0.76,0,20,0.36,2,1,26-35,4,0.19,0
71,0.6,0,13,0.84,8,6,36-45,35,0.76,1
188,0.19,0,18,0.61,0,0,26-35,3,0.04,0
69,0.18,0,17,0.31,0,0,18-25,6,0.52,0
903,0.43,1,15,0.52,8,13,36-45,10,0.42,1
71,0.26,0,6,0.11,0,4,18-25,8,0.58,0
161,0.3,0,20,0.12,0,1,36-45,1,0.36,0
39,0.14,0,20,0.57,0,0,65+,8,0.09,0
193,0.42,0,5,0.16,0,0,55-65,5,0.12,0
15,0.36,1,2,0.29,2,2,18-25,5,0.42,0
94,0.75,1,12,0.73,4,4,26-35,56,0.49,1
223,0.37,0,18,0.37,2,2,18-25,3,0.41,0
318,0.22,0,4,0.22,0,1,26-35,24,0.18,0
21,0.49,0,2,0.37,1,0,65+,9,0.06,0
358,0.46,1,19,0.72,9,8,46-55,74,0.78,1
123,0.64,0,10,0.72,12,9,55-65,122,0.72,1
213,0.67,1,12,0.58,5,5,36-45,100,0.53,1
1085,0.59,1,8,0.38,1,6,55-65,9,0.44,1
24,0.32,0,3,0.38,1,0,26-35,8,0.42,0
17,0.09,0,9,0.32,2,1,36-45,4,0.07,0
86,0.11,0,9,0.08,2,0,26-35,1,0.23,0
2812,0.74,0,15,0.43,6,9,36-45,34,0.55,1
490,0.15,0,6,0.48,2,1,18-25,10,0.22,0
1104,0.61,1,1,0.6,7,18,46-55,14,0.67,1
195,0.25,1,3,0.57,0,1,36-45,5,0.34,0
874,0.36,0,20,0.31,0,1,36-45,3,0.34,0
94,0.48,0,0,0.46,1,1,55-65,10,0.38,0
475,0.32,1,17,0.76,8,7,46-55,16,0.36,1
73,0.11,0,19,0.06,0,1,26-35,5,0.17,0
56,0.13,0,20,0.08,1,0,65+,12,0.14,0
383,0.5,0,10,0.63,5,12,55-65,200,0.36,1
11,0.05,0,3,0.41,1,4,55-65,6,0.26,0
1071,0.53,1,8,0.34,3,4,18-25,4,0.54,1
226,0.17,0,17,0.31,2,0,36-45,24,0.26,0
38,0.02,0,23,0.36,1,2,36-45,15,0.16,0
33,0.08,0,5,0.29,1,0,46-55,7,0.46,0
372,0.37,0,3,0.16,1,3,46-55,3,0.41,0
583,0.65,0,14,0.64,8,6,18-25,13,0.45,1
507,0.88,0,14,0.68,11,5,18-25,50,0.7,1
1115,0.58,1,6,0.58,11,5,65+,61,0.2,1
76,0.24,0,5,0.15,1,0,36-45,30,0.22,0
133,0.25,0,23,0.37,0,1,26-35,1,0.43,0
468,0.07,0,3,0.09,0,0,36-45,16,0.19,0
242,0.27,0,14,0.02,0,2,65+,5,0.42,0
44,0.34,0,15,0.67,1,0,26-35,1,0.52,0
178,0.7,1,16,0.86,6,6,46-55,69,0.51,1
127,0.24,0,11,0.22,1,0,18-25,1,0.04,0
631,0.6,1,3,0.21,5,2,65+,8,0.55,1
649,0.22,0,0,0.47,3,3,26-35,7,0.29,0
403,0.34,0,3,0.31,0,0,26-35,2,0.33,0
102,0.35,0,10,0.26,2,0,46-55,1,0.12,0
75,0.3,0,9,0.5,1,3,36-45,1,0.14,0
560,0.46,0,18,0.26,0,2,18-25,3,0.27,0
16,0.11,0,17,0.47,1,0,26-35,3,0.59,0
3684,0.32,0,15,0.19,7,7,55-65,9,0.39,1
4708,0.7,1,9,0.52,3,7,65+,68,0.87,1
28,0.54,0,5,0.47,0,1,26-35,2,0.31,0
373,0.21,0,15,0.63,1,2,65+,1,0.68,0
587,0.75,0,9,0.6,8,14,36-45,124,0.58,1
45,0.26,0,22,0.3,2,0,18-25,13,0.18,0
40,0.19,0,15,0.23,0,1,18-25,5,0.26,0
7,0.54,0,12,0.47,0,2,18-25,13,0.18,0
237,0.06,0,23,0.45,1,0,36-45,3,0.18,0
211,0.74,0,1,0.49,9,10,65+,79,0.84,1
43,0.04,0,2,0.12,2,3,26-35,8,0.29,0
552,0.72,0,8,0.27,8,8,65+,37,0.64,1
13,0.38,0,6,0.14,1,0,55-65,1,0.14,0
78,0.39,0,18,0.39,2,1,55-65,16,0.17,0
148,0.09,1,19,0.12,3,4,36-45,8,0.34,0
346,0.47,0,14,0.89,6,9,36-45,101,0.9,1
2013,0.85,0,13,0.52,1,9,46-55,31,0.8,1
241,0.27,0,3,0.47,1,0,18-25,2,0.11,0
293,0.64,0,14,0.72,8,5,55-65,205,0.81,1
27,0.18,0,3,0.26,0,2,36-45,1,0.23,0
7,0.09,0,8,0.06,1,0,26-35,1,0.35,0
285,0.69,0,13,0.85,4,9,26-35,74,0.47,1
791,0.69,1,23,0.51,3,8,55-65,31,0.87,1
23,0.39,0,12,0.02,2,0,36-45,2,0.25,0
2373,0.8,0,16,0.38,8,3,36-45,74,0.56,1
77,0.32,0,8,0.28,2,1,18-25,4,0.16,0
69,0.1,0,2,0.2,0,0,65+,26,0.31,0
7,0.17,0,17,0.35,0,1,55-65,11,0.07,0
188,0.24,0,16,0.57,0,0,26-35,2,0.37,0
513,0.16,1,21,0.3,0,1,36-45,5,0.3,0
121,0.48,0,8,0.53,3,7,55-65,67,0.61,1
7,0.28,0,12,0.58,0,1,55-65,3,0.48,0
103,0.06,0,0,0.65,2,2,55-65,4,0.16,0
20,0.26,0,21,0.57,1,1,26-35,3,0.24,0
276,0.18,0,5,0.01,1,0,65+,19,0.33,0
201,0.72,1,0,0.41,11,6,26-35,28,0.71,1
62,0.07,0,7,0.22,1,3,46-55,1,0.41,0
313,0.28,0,16,0.42,0,0,55-65,7,0.37,0
16,0.27,0,7,0.11,0,1,55-65,2,0.62,0
48,0.18,0,17,0.3,0,0,55-65,7,0.29,0
1727,0.32,1,7,0.28,8,10,36-45,60,0.58,1
737,0.73,0,6,0.63,8,5,18-25,15,0.54,1
147,0.07,0,16,0.54,0,3,36-45,4,0.4,0
52,0.37,0,15,0.42,0,2,36-45,12,0.27,0
95,0.3,0,8,0.13,2,2,18-25,4,0.52,1
88,0.2,0,20,0.32,0,2,46-55,4,0.33,0
90,0.76,0,17,0.47,8,1,18-25,24,0.57,1
328,0.31,0,11,0.29,1,2,26-35,3,0.22,0
141,0.08,0,19,0.45,1,1,46-55,3,0.62,0
1727,0.74,1,8,0.49,3,9,46-55,47,0.51,1
482,0.47,0,11,0.37,2,0,55-65,6,0.28,0
